rating,reviews
1,very poor sound qualitythere is a crackling sound while listening to music and doing other thingseven i have done the replacement of product still crackling sound is comingvery very poor sound qualityplease donot buyvery disappointed from oneplusi need my money back
2,i was a oneplus fan but this one is an average product you will get much more quality products with this price range it doesn t have noise cancellation and also poor mic quality you have to put it over the mouth for clear audio calling
5,just go for it best product in the price range sturdy build battery backup is too awesome and sound quality is the finest at this price mic is also very good my call recipients did not feel any difference compared to the mic on my phone kudos to oneplus for such a great product
5,the media could not be loaded take almost min for full charge battery life hrs i guess sound quality is good in price range of
5,was using rha prior to this one so sound details are not that crisp but is common compensation for extra bass battery life is excellent charging time is minimal best value for money under k bass is not extraordinary but may suite expectency level of most people
1,worst bluetooth ever i don t know whether it is only for amazon product or the headset quality is really this bad it has connectivity issues at its peak it doesn t connect to even one plus or if connected it disconnects automatically and sometimes you can t reconnect it for hours or days
1,microphone issue in almost each one of the product irritating noise coming during calls replaced the item for same reason received another product with same fault dont buy this warranty support at service center is the worst now spoiled the brand value of oneplus better to buy realme
4,bought it for using with iphone had some crackling sound issues at the beginning but now it s working fine using siri is not properly working with iphone the battery backup is good
4,there are some pros and some cons connects to the paired device quickly bluetooth range is good noise cancelation and sound quality also good battery lasts only for a day with average use frequently disconnects during the call which is very annoying not a value for money product
5,amazing battery backup i think minimum of hours is what have seen in my month of use good bluetooth performance i would better than other bluetooth bands that i have used so far sounds quality is nice as well
4,good sound quality but when it comes to noise cancellation the product is not performing so good as expected the opposite party during a call can hear the surrounding noise clearly it makes the call quality little embarassing but not disgusting like other neckband in the same price range bass quality is good and appreciable
5,good battery backup fit well in ear and dont fall off quickly even when running no ear pain after long use charges quickly stylish very light bass average sound quality pretty good sadly since there is no quick switch button its hard to switch between devices
5,super basssuper fast charging minseasy to connect with magnetic buds very good for indoor callingcons difficult to switch b w devices like phone and tv multiple devices
4,it is good product it takes only min full charging and use for full day you can buy it is also water resistant can connect to any mobile
3,i was assuming that since it s bass improvised headset the bass would be good if not the best but it s much inferior than the typical boat headsets if u r specific about bass then it isn t the great choice but battery back up is as promised and noise cancellation is perfect
1,the product gets disconnected again and again and there is a lot of disturbance in the voice also had visited one plus service center there are lot of pieces in repairing it has a manufacturing defect
1,not working items out going voice not working poor quality of products totally pathetic service no any response form amazon no any tracking or received mail and message how can i know my product replacement i want reply otherwise will take proper action expect reply today itself because without any information product dispatch message showing
5,excellent earphones for anyone looking to by a pair of neckband style earphones under k these are my recommendation especially if they own an oneplus smartphone
1,call quality is not good within a year the product is not working properly can not be repaired even by authorised service center please buy some other bluetooth earphone even replacement bluetooth dont work stay away from this one
4,i m purchasing oneplus wireless z bass edition second time as i lost my first one since i m aware the packaging the order i recieved from appario retail pvt lts bangalore was tampered headphones misplaced inside gum tapes stuck in places where it is not needed i love the product but i am not sure i recieved a new product or a genuine one beware of the seller as i was not other than that the product is very good
3,sound quality worst for bass increment mids and highs are not clear also bud size very big better go for oppo enco m also while aac on only gives around hours of playback finally mic quality very bad
4,surprised with it s built quality and battery life only one issue the buds doesn t fit correctly in ears take time to get used to it
1,its best ear phones for music but not for calling no noice cancellation each every time i use to disconnect blutooth and speak via mobile because a tickling sound that keeps on coming every time i bought it for rs but waste now i don t know what to do with this neckband i need to buy another one earphones for calling
2,bass is just overpowered i had other headphone with aptx hd ldac cosec which has much more clear sound output this earphone is just using aac that too preet bad
1,the opposite persons can not hear us due to worst noise cancellation don t go with it too much disturbance while call on driving otherwise normal purpose it s fine
3,good product using it from long time didn t had any issues but the sound quality and it s features are not at that level as iphones and sony jbl and professional earphones etc satisfied for price and work they do ok product recommended for normal usage
5,this is second time i had purchased it because it s capable with my iphone and sound quality bass quality is impressive
5,i brought it on this month it was good when i purchased after weeks it s shows connectivity problem now it s not connecting permanently always shows red light if we charges it it will show blue light after completely charged again it will show the red light the ear phone is not worth for money advise me to rectify it else return my money back
1,this is the my second time to returning this bluetooth because having mic issue in this bluetooth very worst quality the person in front of me he cannot hear my voice clearly i am a big fan of one plus i used one plus bullets wireless whis was rs which was superb quality but this one is worst
1,this is an extremely poor model of one plus didn t expect that to be coming from this giant company it seems like there s a manufacturing fault with this model itself since i experienced this with two more sets my friends ordered the bass keeps producing a cracking noise all the time which is extremely annoying not recommended for anyone zero stars for this model
5,reviewing after months of use its great product sturdy light weight quality sound clarity is upto mark and its quite comfortable to wear around neck all day its lightweight and premium
5,without any hesitation go and buy it best earphone in this price crystal and clear sound quality bass is bostted in this bass problem is cleared in this wireless neckband noise cancellation and call quality is so good battery backup gaming performance is good in oneplus device but some small lag in pubg in android device overall performance is good as compare to normal edition cons no quick switch button
1,after moth having lots of trouble while hearing music or calls even in and quite room without echo
1,bad one plus has degraded their product in such a bad and diasasterous mannerdual compatibility not there no quick switchvoice clarity poor and complex issuesdo not go for this any other companies are far far better
4,after replacing my product is working fine i didn t find any mejor issue after replacing given star because of the overall experience is not so good as i think but i m satisfie now
5,its been a months i m using really this oneplus bass z edition has a amazing bass performance and good sound one thing i need to clarify here the length of wire is somewhat short but it s okay and for a calling purpose also its performance is good really its very smooth with a best bass and sound performance i will recommend it to buy thank you
5,best product i have used till now i have used many of them but i returned coz quality etc not upto the mark but this one is excellent battery backup too good one feature i like about this is it has a smart battery saver when we stick the nodes it will automatically power off no need turn on or off again and again i recommend to try this one
5,when i was using windows sound quality was good but when i upgraded to windows oneplus bullets creating continuous unexpected noice which is erritating if you are buying for laptop with winows please buy other one but for windows and my s fe g it is superb
5,owsom earphones i love the battery life bass is very nice becasuse of sound quality improvement battery backup littile bit down for hr somthing but it worth on sound and you are taking it for listening music only if you use daily hr then charge will last long for one week worth under k product and nice cancelation you can satisfy lister by your voice
3,pros battery is awsam no other headphone provide long battery compared to thisfast charging one of the bestbutt sound is not that much goodtrebble is so high that precking my earsbss is okk but not that muchits sound quality is like wired earphonesalthough goood battery life premium build quality with underwhelming sounds quality
1,please don t buy this if want to use this in two devices simultaneously you may not expect that almost all the other neck bands can use with two devices but this thing can use only in one device only even the switching option given in the previous model is not given in this and it is not clearlymentioned
3,earphone is best and battery is superb but the main thing mic quality of this earphone is pathetic if i m out of my house the other person is not abel to hear my voice so overall if you re buying for just listing songs n all then it s going but if you priority is mice and calls then go for realme buds
5,amazing bluetooth headphones with very good bass effect and quick charging batteries will reccomend for all rough and tough users only the cons i observed is the short length of wire oneplus bullet blows the guns
1,i purchased this product after weeks the headset has stopped getting detected in bluetooth devices for days i did all that i could do to make it work but nothing worked so it proved that the quality used inside it is very low quality buy another brand but never go with this brand very disappointed and will never buy this brand again
5,i was very confused about the best bluetooth collet band but after reading reviews of oneplus collar band i was bit sure and risk to take a try after using it for weeks i can say it is best bettery backup is good charge within mins bluetooth range is good connect easily sound quality is very good buy it without any thoughts
5,good working for my oppo f pro plus amazing sound quality especially microphone noise cancellation perfectly working no issues
4,battery life is very less hours only i have one plus buds and i charge them after days with this nack band i have to charge every day
2,although the sound quality is good a bit clear on bass still may not be the best the fit on ears need lot of work it just does not sit properly even for a casual jog and at times even for a walk earphones always need to have a clear fit especially with blue tooth and in this price range it is essential
4,given because i cannot find any other premium product at under k key points as its bass edition you won t regret it battery you cannot find better battery backup then this style red black best combination flexible
5,battery backup is good pairs very quick with op mobiles not used with other mobile so can t say about that sound quality is also good after months of uses no issues bought it based on real reviews not online reviews don t regret the decision
5,amazing sound and specially switch on and off facility just on connecting magnets is amazing beautiful connectivity just need to improve response time over all worth spending loved it superb product from one plus again
3,sometimes when i resume a paused video a crack sound comes like the speaker is cracked if it goes no probably in the future its going to get damaged
1,i purchased this again as i d a very good experience with older z which did hav quick switch sorely disappointed with this purchase headphone os avg just not good at k price point
4,the sound quality battery is what amazed me with this earbuds i had to tell that i listen to songs hrs everyday so a single charge lasts for about a week for me as far as bass is concerned it s not impressive but a smooth bass that doesn t hurts the eardrum
5,build quality magnetic on off sound quality light weight premium look ve none
4,bought it after a buddy had used these for over a year the headphones sound good the bass is pretty good as well loved the battery life so far packaging was good loved the connectivity still connected over m of distance comes with different size earbuds the colour is really beautiful connects to my laptop phone and my ipad
2,its bass is dope although the product is great but it lacked at the time on meetings it works perfect for mins then the sound starts cracking and several times i have to reconnect it in the middle of online classes it is pretty good for music lovers but cant meet ultimatum of a student especially at the time of classes
1,i purchased the headphones months before later i discovered that the left headphone wasn t working unfortunately the staff refused to replace the headphones or return my money although i provided the receipt i m deeply disappointed about the quality of the product and the disrespectful treatment i received in one plus service center
3,stability is not there in connection flow as for a continuous use of more than hrs the disturbance keeps getting arised and no noise cancellation is there that maker the user pissed off and bumped up sry amazon but that s my genuine reviewso overall product isgreat but not awesome or mind blowing
5,more than i expected the bass was op and the battery backup was superb and it gives me hours of playbackand recommended to buy this headphones below rupees
3,writing this review after monthsbass is nice but sometimes it suppress vocalsbut i like soundnoice cancellation is goodsound can be improve in this price rangebattery last only for hrs on volumei contact to one plus coutmer care about battery he told battery is working fine it will give only hrs backupso if u r looking for hrs battery then u will regret after buying
1,the earcord is very good but the defect is after some month it shows fault like one side no sound when i go to service center the miracle is there are people out of are same problem they all carry bullet wireless z edition the totally z edition are manufacturing defect company should look after this
4,the earphone works perfectly but the device lacks the feature of switching from device to device as it was in the earlier model this is a bit of setback as i have to switch between mobile and laptop and this becomes painful without the feature
3,when compared to the previous model this is a bit low inbuilt quality and also as the mic piece is adjoined with the main part it would be difficult if you are using while riding or travelling in a public transport as the person in the other end won t be able to hear you properly
1,after to many search and many reviews i have bought this earphone was working as expected for few months but suddenly stopped working its been just months now have spent k on the earphone not worth and warranty claiming is also not available
5,excellent sound quality and a good experience of music noise cancellation is not upto the grade even i could hear the noise outside along with the hearing music if you are using it during jogging or work outs the earbuds won t stay in the ear it will come out of ear frequently the delivery service was really good and amazon is quite convenient
1,sound is not coming clear i have taken this bluetooth last month it worked well for few dys only now it s not working well not satisfied with this product i paied well but there may be some technical issue i this help me
5,top notch bass quality i m a bass head i ve used a lot of earphones wired bluetooth and even tws i never felt a good bass quality in any of the bluetooth headset at some point thought only wired earphones only gives the quality finally thought of giving a try to this because am a one plus lover and surprisinglythis is the perfect quality product i was looking for best for the price
5,amazing built and sound quality bass is realy superb i was little doubt about bass before buying but after got and use it s awesome i highly recommended for music lover bass lover go for it it s really worth it
1,mic for voice call quality very lowerwhen launching a new product comoany should make it a little better than the old product instead of just focusing on making comoany cheaper
2,it creates extra background sound which personally irritates me a lot noise cancellation is better than its normal edition if this types of background irritating sound is called bass i don t like bass go for its normal edition if you like balanced sound and quality based sound normal edition has also a better battery life
5,easy to handle sound quality actually good no hassles best is that i do not carry my phone when within the range a must have for multi taskers thanks amazon as always
3,sound is good at this price comfortable neckband and buds battery life is good treble needs to be less then present good design over all
4,the quality of sound is very amazing especially bass material is also good battery health is also great with superb charging speed only drawback from it s predecessor is quick switch key if this neckband has quick switch it will be great combination like normal oneplus bullet wireless z
4,the media could not be loaded its a overall good deal magnet should have more power as it opens up with very little pressure after six months the headset refund to charge had to attempt multiple times to let it detect it is charging
2,i am writing this review after months the earphone sound quality and bluetooth connectivity is great but it s wire joint quality is poor the outter rubber cover riped slightly from the earphone i can see the inner copper cable
1,the only thing good about this headphone is it s battery life the without bass edition is way better than this don t know why the company discontinued that
3,after listening to it continously you realise the sound coming from the earphone is actually muffled and the drivers are heavily compressed to achieve the bass which later on brings me to the point where it s lacking in the clarity compared to the original wireless z the previous version of this plus the battery backup is not as good as promised
5,too good easy to use very good battery backup and sound is next level only the extra ear buds they had provide is not perfectly fitting in my ear but not a big issue
2,all was good and then suddenly calling audio started flickering after a couple of weeks seems like some network issue or interruption when there s none a quick google search and came to know that many others were facing the same problem how did oneplus miss this in their quality check skip this one until they do
1,earphones were in good condition for maximum days after which battery life started to deteriorate and gradually incoming and outgoing sound both stopped within a month due to lockdown situations can t even get a new product delivery at my pincode this was my first oneplus earphones experience and it turned out to be worst at the most
5,it wax good choice since i have op phone so that also an inclination overall satisfactory sound output nothing to worry and research it s good to go product
5,good as expected bass is a bit higher when compared with old variety i have both variant now with me and i prefer this one due to the bass and look it s good for those who are using it for morning exercise running since it wont loosen out during exercise due to balanced design got prototype good backup of day min
1,worst bluetooth wireless earphone go for local stuff that will be better than this stopped working after one month really feeling very bad y did i purchased it
4,best earphone to invest in specially its base its amazing and the feature when you connect the magnets of earphone itself turn off which is a best feature till now and its four months i have bought this product and i haven t used it s on and off button if you are looking for earphones under this one is the best option you will ever get
1,the product that i have purchased for your site i think that it will good in quality but it was not good the sound that i want to hear it was in low quality and the charging is also not nice not good so my request is to you please carry it from my home as soon as it possible and refund my money so i can buy another product it my request to you
1,left one is not working after months of use tried to download waranty slip and invoice from amazon orders but unable to do that it is showing error document cannot be opened because it is corrupted or damaged will it be replaced in service center i dont knw
1,so much noise during call after weeks of usage it s very annoying i have to reset it before every call for clear sound totally disappointed with quality of it
5,i got it for my samsung mobile when i tried sharing the bluetooth it dint support i was shocked and googled how to connect then after resetting the apps settings it got connected now it s working awesome happy to have it worth for money
5,awesome product bass is very nice and deep great performance with oneplus devices i use it with oneplus nord vocals feels little low microphone gives wounderful sound quality recomended for calls very light weight dosent even feel when it is on neck
1,unfortunately i didn t do enough research but if you are reading this stay away from these headphones if you want to use it to take calls barely weeks and people can hear static when i speak the only good feature is the magnetic autoconnect but you can find the same feature in a cheaper headphones
5,sound was good but i would suggest order this if u have one plus phone its not like it s not connected with other phone but sometimes when u see some thing on phone unka lipsing aur voice match nahi krta that s the one problem i am facing otherwise it s a good product
5,overall sound quality charging backup is goodbuild and design is good but charging port is always open little negative one but it s worthy on this price range compared to all neckband earphones
1,this is a very stupid type of product after using it for hardly two months its buttons came out and after a few days the sound also stopped coming from it later i went to its service center the employee sitting there told me that it is physical damage and we can t even repair it such poor quality was not expected from a brand like oneplus
5,i have tried samsung noise boat realme but this one beat them in call quality there is no issue even in crowded place about sound i think every earphones has pretty good sound
1,it is wrost product first i was ordered this one after two days mic is not working then i was replaced new one after return palocy date completed second one also mic is not working one is very dissipointed me
1,first of all thanks to amazon for great support for refund my money about oneplus z bass edition guys there is no bass in this product don t purchase this product i am using neckband from last years and tried too many neckband but oneplus z bass edition is third class product don t waste your money thanks amazon for giving me full refund
1,this product description from oneplus is misleading the earphone doesn t support quick switch in this bass reverb edition amazon needs to update their description and stop doing the same mistake oneplus did feeling cheated at least on the plus side the delivery service from amazon was amazing as well
5,pros balance sound good bass fast charging min for hr flexible comfortable fit not for all cons no device support only dual pairing no quick switch button durability not feel very well
3,product is good but quality is not up to the mark expectedlook like normal quality for daily users it is not fitting properly in ear it fell down many times when ever we try to hear earlier used samsung neckband which is very good compare to this anyhow sound quality is good light weight otherthan that nothing more to say on this device
4,pros packaging bass sound light weight comfortable while using in ears noise cancellation using one plus dash charger battery got charged from in minutes
1,this headset is awesome in the first few months pros lightweightgreat sound qualityless charging timecons mic stopped working within year of purchase
3,overall product quality is good but i am facing issue with the sound there is pause of sec while i watching videos or listening songs i don t know the exact issue i tried the reset my bluetooth setting to get this thing done but that didn t worked
5,overall it s a good product pros call quality is best easy to pair good battery life cons old school design can t switch between devices
4,first thing that i noticed is the sound lag plus the sound quality drops abruptly that is what i hate the most and guys please dont buy these for gaming rather dont buy any bluetooth earphone for gaming these are okay but if you dont want lag and sudden sound quality drop then dont buy these
4,everything is good in this but i wish i had the normal version of the same as there isn t any quick switch oneplus says quick switch is available in brand ads however it s a great product neck bands built quality and fit and comfort is premium great value for k i wish low latency mode can be made available for non oneplus device through a custom app developed by oneplus
4,initially i did not like it but after using days roughly i liked it battery life is amazing around hours i only charge minutes if it is required base quality is good but not if i compare with boat however it is too light that you won t feel pain in ears
2,vry bad experience i couldn t complete months and the sound has gone in left and the right side the sound was vry low i can t listen anything soo don t buy it
5,amazing sound qualitylong battery lifeautomatically connect disconnectpremium qualityworth for every penny
1,i received this on st march it worked fine first days since last one week while talking it creates scratchy sound the person on the other end is not able to hear me also it disconnects on its own even when the battery is full and cell phone is next to it and now return window is also closed have wasted my hard earned money on it
1,i ordered this after so many of positive reviews but with in seven days one ear bud is not working highly disappointed wastr product
3,i m used to sony in ear phones this is no where as good in clarity of sound n the buds are too large and uncomfortable despite using the smallest fixture unhappy
4,overall performance is good but quick switch is not present and moverover they are fooling with typical connecting mode as quick switch which is false one need to press twice multifunction key then he has to tap on the available device in bluetooth menu
5,very crisp sound bass is poweful negligible latency is there as low latency mode not supported by phone other than oneplus build quality quite good battery backup is amazing
4,pros good qualitylooks premiumquick chargelong battery lifecons magnets get weakend after some time bass is average overall smart earphones
5,bass output is very good battery backup is same as wireless z the looks have improved a bit all the colours are good vocals seem better than the older version
5,everything abt this earphone is good sound quality light weight comfortable i m just loving this worth the price playback time is also very good what i love about this is charging timing i just charge this for min nd it last for more than hours even if i use all day
4,i use this product during gym time the bass quality is thumping at full volume although never at high volume overall sound quality is good battery backup as mentioned the battery backup of hours you would want it to be correct but not to be you will get maximum of hours of battery backup at medium volume level earbuds often becomes slippery had to clean it everyday for better grip
5,i like the bass and sound quality bluetooth connectivity is also gud but some time automatically it s disconnected and then it will connect automatically i don t know either it s fault on my phone or it s about the headset what ever it is i ll get more calls for that it is useful for me battery life is fantastic i love the product
4,sound quality is awesome with good noise cancellation base is not very high but good enough sound clarity is exceptional lived up to the oneplus expectation way better than realme wireless buds from my experience
1,bad bass experience i dont know name mention in bass edition but no bass audio is clear only but no bass wire is too short no prober water proofing finally i say dont buy this one very bad experience from oneplus i am really disappointed with my first oneplus product
4,it is good one to have but it would be excellent if it connects with multiple devices at a time and active because i generally use two mobiles and a laptop ill keep switching manually that make me annoy
3,sometimes audio is disturbed and distorted during google meet calls which gets restored upon closing this headphone and same problem returns upon reconnecring with headphone this has been happening repeatedly and i use the same step for resolution
5,best design great clarity of sound awesome bassdon t compromise by buying cheaper headsets this is the iconic product for bluetooth headsets
5,i use it primarily for office calls on laptop audio quality to me and other party is fantastic whatsapp call quality is also great go for it
4,excellent headphone mic battery backup is excellent excellent feature is it gets disconnected the moment it is not in use both the headphones are attached together reconnection is also immediate it takes hardly sec to reconnect after both the headphone are separated from each other must buy product
5,i am using this from last to days it is the best wireless bluetooth that i have used till now better than noise boat boalt good sound quality easy connect and discuss function with the magnetic option good bass and great battery life worth buying
4,see i am satisfied with this product but i want to share my experience with it s cons bass is not that powerful battery disappoints because my old headphone had hrs battery life and this one has hrs but it s not it seemed that hrs was like weekbut hrs is daysso quite disappointed by battery life
1,it stopped working after days now i am unable to charge it even if i charge it for hours it does not switch on at all worst quality
5,writing after five months battery backup is great earphone is loud having good base but average vocals though having good noise cancellation good built quality if you are buying a neckband earphone can go for it with day to day calling meeting purpose but i do not recommend for music lovers
5,this is the most awesome earphones that i have used in last few years great on sound quality also does an amazing job in noise cancellation i was travelling in a cab with windows open and the other party couldn t even hear any disturbance on the call
1,the worst product i had ever received from amazon that you such a good brand like one plus bullets neck band having lot of issues with the product i don t advice the product when i compare with product with same product which my friend from other website there s lot of difference and it s looking like fake and dummy product i had received from the agent of amazon
5,if you work heavily for like hours a day just like me i woud definitely recommend this to you because first of all it s charging speed it can run hours with just mins of charge which is fantastic and i play games attend online classes watch youtube etc they are perfect for me and they are in budget of most of the people also
5,very very good earphone for value of money before i purchased this in my mind many confusion are there some are it is best or not i had compare from other earphone but now i am happy to buy this and one more confusion is whether it is buy from flipkar or amazon finally u buy from amazon original product always comes from amazon one plus z bass edition is better from one plus z
1,i thought it must a good product but the moment i connected it and played a songi was really disappointed as it has not that much volume it is very what we say play songs at very less volume i have wired earphones that are much louder than this ok f u are playing balancing sound but its not that satisfying i am highly disappointed and returning my product back
1,this headphones produces cracking sound and it feels very cheap i m using honor phone and facing this with this brand new earphones from day one don t blindly go with youtube reviews how s that sound it is similar sound as if any wired headphones connector moves in middle of songs cracking
1,earphone pick too much static from wifi which is causing distorted calls during the start it was fine no idea what happened tried to return but the window closed i do have its normal edition it works fine but bass edition pick too much static interference oneplus team to please help paired these with op t
5,a short review pros heavy bass crystal clear treble magnetic off on robust build quality low pricecons no noise cancellation
5,earphones are excellent i m charging once in two days even with heavy use and charging it is easier than a charging a mobile
5,best blutooth earphonei love itlong time batteryvery flexibleit s my nd order for gift someoneit s amezing product year complete my st order and it s working good
5,battery backup is excellent sound quality is also good minutes charging for hours playback is one of its unique features it quickly pairs with your smartphone good built quality what else do you need for
5,the product is worth to price sound quality bass is very productive but noise cancellation is liitle dull i have been using it for multiple purpose like gyming walking functional workout etc which is very compatible because the neck band sticks with the neck which i have not seen with other products i would give overall rate on this product
5,nice one to have i really recommend it delivery was superfast ordered last night and got it this morning thanks amazon
1,i had lots of hopes on one plus as i use use one plus sice last years but i hated their ear phones useless to the core i m a doctor n i use very less but it s useless even after charging throughly i rather stick to my sony they are superb been using since years now
1,didn t expected this from one plus i received the earphones and tried to turn them on but they didn t after plugging the charger red light did apear but as soon i disconnected the charger the earphones goes into the dead state nothing happens after that only thing that i am able to enjoy is seeing the red light when i plug in the charger same thing happened with the replacement pair
5,good soundbass is goodtreble is also goodrange is goodcall quality is goodjust replace good with boom
1,there is a weird distortion sound between calls because of which i have to disconnect the devcie again and again to reconnect when ever it happens
5,using it with laptop and oneplus pro it s super awesome bass quality is great battery backup insane i mean i charge it for mins and boooooooooom lasts for hours
3,there is no any issue with amazon but this earphone stop working in warranty period and oneplus service is worst now days gone and they are still fixing my product lets see when i get it back
1,within months randomly disconnecting of bluetooth connection while using times day disconnecting and connecting within seconds i used multiple mobile to ensured that this is not a problem of handset its so irritating during that time after spending this much money i don t think this type of issue should take place
5,easy switch should be there idk this happens or not but what i got on the first time i was not satisfied so i returned it but i am totally satisfied with what i got on the second time great noise cancellation great sound true fast charging support awesome power backup overall value for money
5,best bluetooth neckband under after using more than days there is nothing to complaint about worth each an every penny its really got light weight for great comfort on normal use it runs fir to days thtz pretty decent battery connectivity fast connects in second last i am really satisfied with the bass go for it guyz
1,mic stopped working after days service provided by the oneplus care is really frustrating they held the device over a month i still not receive the device from service center hope they make it work well my suggestion is not to buy this instead you go for boat or samsung level etc
5,performance as expected from a oneplus product no complaints on performance front excellent battery life bud design and material is also good overall meets as expected from oneplus
1,it don t work properly on aac codec but work fine on sbc codecdon t buy if you are iphone user because you can t change bluetooth codec in ios it doesnt sound clear in ios a cracking sound is continuously heard i replaced the earphones twice but it has same problemthe earlier version was perfectly working on iosvery disappointed by oneplus
2,have heard and seen many good reviews about the product but i am having lot of noise issues especially while on video call and voice call tried and replaced it with another of the same earphone but having the same issue i am using a one plus phone and want to know if any other user has experienced the same thing
3,features are good battery capacity is also good but has following problemsproduces cracking glitch sound bass is not pleasant better to go for sony
4,the sound quality is ok the extra bass that they promise seemed like they just increased the volume of everything which kind of compromised with the sound quality at higher volumes performance connectivity and portability are all good for sound quality just because it had a zz sound at higher volumes i would give it
3,there is no quick switch option to connect two devices in bass edition its difficult for me to attend calls in lap and phone often otherwise sound quality is good battery backup is great if you are someone who listen to music and attend calls then go for it its been mnths and i dont have any issues
5,good product bought pieces of this all are working a excellent condition battery is way good easy charging they she come up with few more color choices
4,previously i am using realme buds but this is better than those not bestbcz realme buds are loud after volume it annoying for my earsbattery life is lit continuously songs still remaining
4,very poor product i sugest no one should purchase any electronic from amazon instead go for local elections showroom where you can get replacement or repair at least only after using for month my headphone is not getting on and there is no return replacement or repair option is there in amazon its bull shit man
5,good quality sound build long lasting quick charging battery what else u need way better than boat rockerz used it in past
5,have been using this for a month now warp charging is fantastic within mins i get full charge using w fast charger on an average i use hours continously in a day and i charge once in days mainly using for calls and i have no problem till now
1,oneplus has cheated by declaring quick switch option actually it doesn t have older version of bullets had it no return option as well to force customer to keep this waste item my recommendation to everyone is don t buy this search for a better one
5,best neckband under k enjoying audio quality i am using it with iphone se and connectivity and magnetic controls are both grate microphone is also just fine for calls works with my hp laptop with windows just hear some noise in background while using it with my laptop for a long time best to buy go for it
1,sabse khrab hai loot macha rakhi hai one plus walo ne battery backup low ek dum mere rupee kharab ho gaye meri sab logo se request hai ki aap one plus chod kar koi dusri compney me chale jao nahi to pese doob jayenge
1,the item worked fine for a week and then it died it is not getting charged and not usable anymore a defective piece that cannot be replaced now that the replacement window is over do not recommend to buy
1,bad quality product worked till return window was open suddenly completely stopped working inspite of charging embarrassing as it was given as a gift to someone and was returned
5,after month use good quality but bass is average battery life oh my god amazing i loved it other think is cant connect other device easly its didnt have button
1,i bought the headset on october days agung but now the lest ear not working i called one plush customer care they said we have one and only repair service area at t nagar so my question is why it not working after days and why only one repair service in chennai don t buy it guys it is poor customer service
3,music feels very good to hear but getting crackling noise during all my calls in a month s useage after doing factory reset this issue goes but reappears in the subsequent calls hoping to get replacement
2,if you have used quality earphones till now then this will definitely disappoint you i previously used jbl wired earphones and comparitively sound quality is worst veryyyy poor quality and also poor bass for bass edition i cant imagine how worse it will be if i purchase normal edition although feasibility and flexibility is good and also for built quality i would rate
5,go for it it is great product for not so heavy users long lasting battery sound is great if you are not too much into technical music listeners you will be happy with the product
4,great job one plus with the wireless bass edition i am a bass person and for bass lover you should definable go for this product i am using iphone plus and the sound is awesome better than regular wireless z model i am a gamer game latency is awesome you cant differentiate my opinion go for this if you are a bass lover
1,guys please check policy before buying they are trapping customers by selling bad quality product the product is ever worst than headphone ptron which i brought please keep away from oneplus brand i should have noticed no return policy because means theya are not confident of their product
1,don t believe the high star reviews it s fake the product doesn t match the basic requirements of a headset crackling sound while on call don t go for it pathetic experience from one plus product
5,the product has bass edition but the bass quality is ok and not bad no connectivity issue found till now sound quality is also good back up is superb not need to charge almost days once it get even on highly usage this is my nd oneplus headset and both are very good
1,"worst audio quality, not at all recommended"
1,it keeps getting disconnected whenever you get a call waiting the bluetooth gets disconnected and reconnected it s a very bad it is only happening with the blue one i ve red and back earphones as well but the blue one always causes trouble
4,don t have switch option between devices this feature was available in the previous version at same cost battery life and sound quality is on par
1,having annoying pairing issues intermittently i m using it with my one plus pro and every once in a while when i detach the magnets it should connect and switch to the bluetooth audio automatically but it doesn t i need to restart my phone to get it to connect again
